#cue,target,fsg,bsg,qfr,tfr,jcn,jcn_sensed
paddle,boat,0.297,0,1,72,2.244331,15.83409132
paddle,canoe,0.088,0.084,1,7,7.395246,18.73950096
paddle,oar,0.108,0.085,1,0,2.268685,2.140066163
paddle,punishment,0.02,0,1,21,22.174916,22.07835273
paddle,row,0.061,0,1,35,3.843257,24.41137885
paddle,stroke,0.014,0,1,19,19.062143,22.50524556
paddy,boat,0.02,0,1,72,17.416445,22.21254836
paddy,cake,0.105,0,1,13,18.437598,14.7137198
paddy,cow,0.033,0,1,29,16.860847,16.96369038
paddy,cushion,0.039,0,1,8,19.448064,23.43632379
paddy,meat,0.026,0,1,45,16.759402,13.49007488
paddy,pad,0.013,0,1,8,18.772997,24.35261452
paddy,person,0.013,0,1,175,8.614229,20.02368648
paddy,rice,0.039,0.034,1,33,4.248503,2.944438979
paddy,wagon,0.23,0,1,55,18.903949,23.0026878
page,book,0.452,0.039,66,193,8.331112,16.51959603
page,chapter,0.014,0.013,66,74,17.579018,19.34832362
page,number,0.062,0,66,472,1.919979,17.54575324
page,paper,0.137,0,66,157,2.267198,17.25568621
page,white,0.027,0,66,365,8.1128,7.887580715
page,word,0.014,0,66,274,16.256198,17.7134135
pail,bucket,0.5,0.223,4,7,0,4.77E-09
pail,paint,0.013,0,4,37,15.150138,14.83629612
pail,pan,0.019,0,4,16,12.184275,11.96737996
pail,sand,0.013,0,4,28,19.913575,20.65396155
pail,shovel,0.096,0.042,4,5,12.452215,11.92972773
pail,water,0.231,0,4,442,15.133172,14.91072872
pail,white,0.019,0,4,365,13.471461,13.48996807
pain,agony,0.032,0.649,88,9,1.464187,1.520444374
pain,back,0.032,0,88,967,10.577198,15.09351157
pain,fear,0.013,0,88,127,6.576481,6.670684627
pain,feeling,0.013,0,88,172,3.361853,3.420605804
pain,head,0.013,0,88,424,10.554312,11.57736214
pain,headache,0.032,0.361,88,5,1.922452,1.93267697
pain,killer,0.019,0,88,21,13.665123,13.82723045
pain,pleasure,0.013,0.125,88,62,3.969877,7.130570126
paint,art,0.018,0.22,37,208,9.030161,16.86679665
paint,artist,0.012,0.147,37,57,12.537456,14.47572765
paint,blue,0.018,0,37,143,2.82128,17.57537349
paint,brush,0.327,0.011,37,44,7.567788,19.76349755
paint,color,0.121,0,37,141,0.872817,0.904406042
paint,house,0.055,0.012,37,591,11.059255,17.65241892
paint,picture,0.036,0.031,37,162,4.510051,11.88102671
paint,red,0.024,0,37,197,15.257392,19.45959324
paint,wall,0.024,0.064,37,160,12.842741,12.81909689
paint,white,0.018,0,37,365,6.757533,14.89711925
paint,work,0.018,0,37,760,9.96691,14.29002711
painter,art,0.066,0,21,208,10.559885,15.16901738
painter,artist,0.204,0.437,21,57,1.17321,1.220652494
painter,brush,0.118,0,21,44,15.573171,19.00429157
painter,canvas,0.02,0.02,21,19,14.198898,16.30982028
painter,cap,0.02,0,21,27,15.773119,19.23255022
painter,carpenter,0.013,0.013,21,6,10.335597,13.12800861
painter,color,0.02,0,21,141,14.049088,16.79056427
painter,hat,0.026,0,21,56,14.761455,18.01859414
painter,house,0.079,0,21,591,12.589068,16.54000421
painter,job,0.013,0,21,238,11.512249,11.66734371
painter,labor,0.013,0,21,149,14.148874,13.85459357
painter,ladder,0.013,0.014,21,19,16.447098,17.28814546
painter,paint,0.092,0,21,37,13.71065,16.73490455
painter,picture,0.02,0,21,162,11.81628,13.09376704
painter,red,0.013,0,21,197,11.876485,19.48109944
painter,wall,0.026,0,21,160,14.372359,15.29429585
painting,art,0.279,0,59,208,1.577653,1.573397976
painting,artist,0.061,0.107,59,57,12.415574,16.32980543
painting,brush,0.068,0,59,44,10.775398,20.54721008
painting,canvas,0.014,0.111,59,19,2.803358,20.85811087
painting,color,0.048,0,59,141,14.658673,19.17117222
painting,drawing,0.068,0.084,59,40,3.379851,3.443366972
painting,house,0.027,0,59,591,10.937449,18.01695232
painting,oil,0.041,0,59,93,13.690753,19.96169357
painting,paint,0.034,0,59,37,12.05909,18.27782306
painting,photo,0.014,0.01,59,5,6.882218,6.032392536
painting,picture,0.102,0.184,59,162,0,4.77E-09
painting,portrait,0.014,0.097,59,17,3.091047,3.064468702
painting,sculpture,0.014,0.083,59,11,3.93597,2.068484538
painting,wall,0.054,0.019,59,160,12.720866,19.04540283
pair,couple,0.047,0.083,50,122,0,4.77E-09
pair,ice,0.013,0,50,45,15.397644,20.44486766
pair,match,0.013,0,50,41,0,12.56930083
pair,twin,0.02,0,50,7,0,21.05100346
pair,two,0.456,0.034,50,1412,2.656988,2.516026559
pajamas,bed,0.135,0,3,127,16.236138,20.58149697
pajamas,flannel,0.019,0.197,3,4,5.053696,4.995188832
pajamas,gown,0.013,0.025,3,16,10.928842,11.97163509
pajamas,night,0.045,0,3,411,20.818153,20.92539479
pajamas,nightgown,0.16,0.139,3,0,3.071027,3.116289236
pajamas,party,0.013,0,3,216,18.800173,20.0185022
pajamas,robe,0.013,0.047,3,6,10.856467,10.85240351
pajamas,sleep,0.359,0,3,65,21.866049,21.59869567
pajamas,underwear,0.026,0,3,3,11.549611,12.10516648
pal,buddy,0.124,0.197,2,13,0,4.77E-09
pal,friend,0.772,0.089,2,133,2.2745,2.190667177
palace,castle,0.258,0.025,38,7,0,4.77E-09
palace,guard,0.024,0,38,48,13.194005,20.95592288
palace,home,0.04,0,38,547,3.522925,10.09251796
palace,house,0.024,0,38,591,3.193705,10.09251796
palace,king,0.159,0,38,88,15.936001,16.58319414
palace,kingdom,0.056,0.034,38,216,15.245297,16.56040847
palace,mansion,0.048,0,38,8,1.513739,1.448945326
palace,prince,0.016,0,38,33,16.865113,17.03050636
palace,queen,0.056,0,38,41,16.460093,18.00282492
palace,royalty,0.024,0,38,7,13.347036,20.27026637
palm,beach,0.016,0,22,61,16.369023,20.39180135
palm,finger,0.016,0,22,40,5.828966,9.032208303
palm,hand,0.468,0,22,431,8.121893,9.802578407
palm,reader,0.048,0.014,22,43,15.827293,20.1859493
palm,sunday,0.04,0,22,101,15.832555,19.19995716
palm,tree,0.254,0,22,59,3.115381,3.089946563
pan,dish,0.02,0.036,16,16,9.976555,10.03635842
pan,egg,0.02,0,16,12,19.208974,20.15005637
pan,food,0.014,0,16,147,13.920984,15.30546557
pan,handle,0.041,0,16,53,15.989767,16.85213737
pan,iron,0.014,0,16,43,10.057934,14.60943831
pan,pizza,0.034,0,16,3,22.504782,22.30954062
pan,pot,0.351,0.286,16,33,1.82345,11.59700617
pan,skillet,0.027,0.48,16,2,1.679642,1.665007764
pan,stove,0.041,0,16,15,15.453323,15.33334636
pan,water,0.014,0,16,442,13.764246,15.97232166
pane,glass,0.051,0,3,99,14.31168,17.27300898
pane,window,0.833,0.179,3,119,0.04226,0.046792162
panel,board,0.115,0,31,239,0,4.77E-09
panel,discussion,0.014,0,31,126,16.468225,17.38282287
panel,door,0.02,0,31,312,12.897568,13.10272263
panel,group,0.041,0,31,390,7.086168,18.56147787
panel,house,0.02,0,31,591,6.773783,12.69463885
panel,jury,0.014,0.021,31,67,0,4.77E-09
panel,people,0.074,0,31,847,8.431845,12.20555321
panel,side,0.02,0,31,380,7.037694,11.89160575
panel,siding,0.014,0.033,31,5,17.033454,23.15861588
panel,truck,0.014,0,31,57,11.297775,14.07295886
panel,wall,0.122,0,31,160,4.621029,16.72284698
panel,wood,0.149,0,31,55,10.366669,15.76227709
panic,anxiety,0.014,0,22,42,1.004583,1.021651248
panic,danger,0.014,0,22,70,11.655419,20.27084491
panic,fear,0.109,0,22,127,1.928518,2.265158687
panic,fire,0.014,0,22,187,5.345393,9.53322359
panic,food,0.014,0,22,147,14.466128,16.61472272
panic,fright,0.02,0,22,2,2.184546,2.265158687
panic,stress,0.02,0,22,107,7.04821,11.69420412
panther,animal,0.107,0,1,68,5.808753,7.482611482
panther,cat,0.386,0,1,23,2.036884,2.708050201
panther,cougar,0.025,0.022,1,0,0,4.77E-09
panther,leopard,0.03,0.027,1,1,0.693147,5.549631795
panther,lion,0.03,0,1,17,3.805103,3.969181419
panther,pink,0.076,0.06,1,48,16.636167,22.92565059
panther,stalk,0.01,0,1,9,16.86995,20.84320355
panther,tiger,0.096,0,1,7,4.767921,4.930592586
pants,belt,0.011,0.307,9,29,6.905171,19.21907878
pants,blue,0.016,0,9,143,5.515294,5.770397224
pants,clothes,0.033,0.034,9,89,2.220515,5.693436183
pants,dress,0.011,0.22,9,67,4.082849,4.186140695
pants,man,0.033,0,9,1207,10.512705,16.43396457
pants,shirt,0.185,0.269,9,27,5.399102,5.545479246
pants,shorts,0.071,0.272,9,29,1.785195,1.950517125
pants,skirt,0.038,0.071,9,21,5.747424,9.534287733
pants,slacks,0.011,0.644,9,7,3.990216,3.963191292
pants,suit,0.027,0.02,9,48,5.045969,5.038918021
pants,top,0.011,0,9,204,3.645311,3.838798786
pants,zipper,0.016,0.434,9,1,17.797711,17.62901926
pantyhose,clothes,0.014,0,0,89,8.918777,11.73606902
pantyhose,dress,0.027,0,0,67,11.345329,10.75523976
pantyhose,girl,0.041,0,0,220,20.400669,20.80317484
pantyhose,nylons,0.034,0.191,0,1,7.902515,7.377758908
pantyhose,skirt,0.014,0,0,21,13.743249,15.57692057
pantyhose,stocking,0.082,0,0,1,5.417588,4.979863635
pantyhose,woman,0.061,0,0,224,19.011045,23.06922638
paper,bag,0.011,0.142,157,42,9.396818,12.06899392
paper,book,0.039,0.039,157,193,5.066087,5.715225709
paper,ink,0.028,0.013,157,7,14.121103,19.7248445
paper,pen,0.3,0.109,157,18,12.620526,14.47794936
paper,pencil,0.161,0,157,34,12.47754,18.85984706
paper,school,0.017,0,157,492,8.392007,17.20820333
paper,sheet,0.011,0.428,157,45,1.681122,1.766242874
paper,tree,0.028,0,157,59,13.227863,12.61127485
paper,weight,0.011,0,157,91,11.542679,12.82381127
paper,white,0.017,0.025,157,365,10.433621,14.83773641
paper,wood,0.044,0.012,157,55,5.0006,4.789869604
paperclip,desk,0.013,0,0,65,16.657505,16.59410145
paperclip,metal,0.092,0,0,61,17.083796,21.46621891
paperclip,office,0.013,0,0,255,18.046958,22.83146338
paperclip,paper,0.314,0,0,157,15.696369,16.6431576
paperclip,pen,0.013,0,0,18,18.297257,18.24702447
paperclip,pencil,0.026,0,0,34,18.154092,18.11697134
paperclip,staple,0.229,0.036,0,1,11.678559,11.45902527
parade,band,0.074,0,25,53,11.673379,12.5040735
parade,celebration,0.027,0,25,15,9.578911,16.7938175
parade,circus,0.027,0.011,25,7,10.102541,10.2970102
parade,crowd,0.014,0,25,53,12.028194,14.06253075
parade,drum,0.02,0,25,11,18.937601,22.60160088
parade,flag,0.014,0,25,16,19.140588,20.03940255
parade,fun,0.041,0,25,44,10.717999,21.53473728
parade,horse,0.014,0,25,117,15.450458,19.40475158
parade,magazine,0.014,0,25,39,16.679454,21.62468552
parade,march,0.068,0.054,25,120,0,3.361202013
parade,music,0.034,0,25,216,13.242051,16.75787532
parade,noise,0.027,0,25,37,18.122508,22.30613666
parade,party,0.027,0,25,216,13.709711,13.88856131
parade,people,0.047,0,25,847,10.170974,13.48278903
parade,town,0.014,0,25,212,15.134088,18.78016707
paradise,city,0.013,0,12,393,10.981408,10.1196052
paradise,heaven,0.172,0,12,43,0,4.77E-09
paradise,palm,0.02,0,12,22,19.431436,20.05852359
paradise,water,0.02,0,12,442,14.993853,17.25423888
paragraph,essay,0.091,0.027,12,19,10.937808,10.78766099
paragraph,letter,0.013,0,12,145,10.354325,10.22779417
paragraph,line,0.013,0,12,298,9.784066,9.673932137
paragraph,page,0.013,0,12,66,21.065493,20.57427533
paragraph,paper,0.091,0,12,157,11.000495,20.62863654
paragraph,phrase,0.032,0.027,12,34,16.222705,15.46090002
paragraph,sentence,0.221,0.099,12,34,15.20034,14.41424747
paragraph,statement,0.013,0,12,141,10.638298,10.99201365
paragraph,story,0.058,0,12,153,10.604566,10.43945768
paragraph,words,0.078,0,12,274,11.144048,11.10085617
paragraph,writing,0.032,0,12,117,7.076239,6.91785228
parcel,bag,0.026,0,1,42,7.822767,7.786602892
parcel,box,0.053,0,1,70,7.325578,7.516312563
parcel,gift,0.02,0,1,33,3.063603,3.037759787
parcel,land,0.013,0,1,217,5.340454,14.90364058
parcel,mail,0.066,0,1,47,9.579186,9.560373782
parcel,package,0.384,0.028,1,20,0,4.77E-09
parcel,piece,0.026,0,1,129,8.97795,18.27174903
parcel,post,0.073,0,1,84,9.240436,9.560373782
parcel,postage,0.02,0,1,0,18.236528,17.87405504
parcel,umbrella,0.013,0,1,8,16.502195,16.36697215
parent,adult,0.024,0.115,15,25,8.214902,8.427384209
parent,authority,0.024,0.064,15,93,10.334742,10.68294998
parent,child,0.23,0.04,15,213,3.123955,3.104490214
parent,father,0.119,0,15,183,0.813944,0.855499799
parent,guardian,0.063,0.536,15,9,9.840679,9.821370357
parent,mom,0.063,0.014,15,3,2.398991,2.50105902
parent,mother,0.214,0.031,15,216,0.740188,0.786950485
parent,sister,0.016,0,15,38,6.478782,13.17477708
parent,teacher,0.024,0,15,80,11.61103,11.58894903
paris,city,0.054,0,67,393,4.415693,10.37600719
paris,europe,0.014,0.014,67,118,14.519478,20.01715419
paris,france,0.459,0.281,67,74,12.732528,11.6901391
paris,fun,0.02,0,67,44,19.056694,18.87619435
paris,london,0.034,0.095,67,89,4.838398,5.030586176
paris,love,0.034,0,67,232,17.706636,17.66925357
paris,plaster,0.014,0.074,67,23,20.0028,21.75685729
paris,romance,0.034,0,67,13,19.621309,21.71429768
paris,trip,0.014,0,67,81,18.642804,18.47072924
park,avenue,0.014,0.013,94,46,15.634038,19.36409024
park,bench,0.081,0.121,94,35,13.651877,18.15080174
park,car,0.108,0,94,274,10.978997,11.56711126
park,grass,0.034,0,94,53,13.725894,16.0417115
park,lake,0.027,0,94,54,15.852634,15.67860685
park,lot,0.014,0.297,94,127,0.530028,0.606969484
park,museum,0.014,0,94,32,7.828401,19.14332355
park,picnic,0.041,0.056,94,15,18.313341,19.29813227
park,place,0.027,0,94,571,5.042635,16.36835796
park,playground,0.068,0.101,94,4,9.856101,9.932777793
park,recreation,0.02,0.112,94,43,14.437098,15.57895563
park,state,0.014,0,94,808,6.109557,17.15155924
park,tree,0.115,0,94,59,12.495939,14.21245252
park,zoo,0.034,0,94,9,9.178354,20.22432872
parkway,boulevard,0.033,0,6,11,6.133427,6.153583397
parkway,driveway,0.111,0.041,6,14,5.491156,5.564114645
parkway,freeway,0.033,0,6,5,5.770174,5.748118288
parkway,highway,0.052,0,6,40,5.316095,5.268064323
parkway,lot,0.013,0,6,127,16.830483,16.64369157
parkway,park,0.033,0,6,94,15.068638,17.92174363
parkway,road,0.065,0,6,197,2.783964,2.821378886
parkway,street,0.098,0,6,244,4.2725,5.128302381
parrot,ape,0.014,0,1,3,1.321757,1.299282984
parrot,bird,0.628,0.056,1,31,3.738094,3.670941753
parrot,color,0.014,0,1,141,17.444396,22.74538877
parrot,cracker,0.021,0.028,1,4,19.326286,21.31320718
parrot,green,0.028,0,1,116,15.884362,22.95700112
parrot,pirate,0.014,0,1,4,15.494987,20.24710473
parsley,broccoli,0.013,0,1,1,13.188784,13.15902529
parsley,decoration,0.054,0,1,8,17.527562,18.80187223
parsley,dinner,0.013,0,1,91,15.81828,22.90528329
parsley,food,0.054,0,1,147,9.96999,8.508152447
parsley,green,0.141,0,1,116,18.318038,21.14523307
parsley,herb,0.027,0.013,1,7,4.601827,4.471638793
parsley,leaf,0.027,0,1,12,18.305966,20.76909558
parsley,lettuce,0.034,0,1,0,12.495627,12.060413
parsley,oregano,0.04,0,1,0,10.302269,9.636424767
parsley,pasta,0.013,0,1,0,21.073483,18.05402235
parsley,plate,0.027,0,1,22,16.848916,23.16303045
parsley,restaurant,0.013,0,1,41,20.757654,20.3686456
parsley,sage,0.013,0.027,1,2,8.356383,8.026986855
parsley,salad,0.027,0,1,9,17.427675,22.89732729
parsley,sauce,0.013,0,1,20,8.054708,21.49450362
parsley,spice,0.047,0,1,4,9.428714,18.82721223
parsley,vegetable,0.02,0,1,10,10.437215,19.90159501
part,auto,0.014,0,500,22,10.566133,15.070417
part,car,0.041,0,500,274,10.566133,15.33837159
part,hair,0.088,0,500,148,4.814358,14.57784141
part,half,0.095,0.087,500,275,11.195826,10.84459225
part,piece,0.264,0.183,500,129,0,4.77E-09
part,portion,0.027,0.296,500,62,0,4.77E-09
part,section,0.014,0.322,500,189,0,4.77E-09
partner,boy,0.02,0,32,242,3.717403,13.63985412
partner,buddy,0.041,0,32,13,11.830119,15.16846471
partner,companion,0.027,0.014,32,19,10.980685,14.44919122
partner,couple,0.014,0,32,122,15.630862,17.77428764
partner,crime,0.014,0,32,34,15.032169,21.14250147
partner,friend,0.352,0.017,32,133,5.020433,5.014133001
partner,girl,0.014,0,32,220,4.311832,14.18616595
partner,guy,0.014,0,32,51,12.159681,18.57341993
partner,love,0.02,0,32,232,10.935655,14.50820539
partner,lover,0.02,0,32,19,1.387619,13.26723553
partner,man,0.014,0,32,1207,1.418068,12.72152465
partner,mate,0.068,0.021,32,21,0,4.77E-09
partner,pal,0.027,0,32,2,11.830119,15.16846471
partner,sex,0.054,0,32,84,14.339385,17.38482287
partner,spouse,0.047,0.024,32,3,0,4.77E-09
party,animal,0.158,0.016,216,68,9.0551,8.900532809
party,beer,0.076,0.065,216,34,14.169524,17.60073537
party,birthday,0.011,0.224,216,18,18.888952,18.79147218
party,cake,0.033,0.022,216,13,15.935747,17.47265358
party,favor,0.011,0.048,216,78,16.177827,16.09478047
party,friend,0.011,0,216,133,10.880564,12.14845063
party,fun,0.196,0.087,216,44,15.83431,18.86485288
party,music,0.011,0,216,216,11.695086,16.30325361
party,night,0.016,0,216,411,15.255297,16.95983101
party,people,0.016,0,216,847,6.230141,13.84686027
party,time,0.033,0,216,1599,6.42401,7.417520317
passage,bible,0.049,0,49,59,6.425249,6.426609661
passage,book,0.056,0,49,193,2.410161,2.349896963
passage,cave,0.014,0,49,9,16.812939,20.85421426
passage,corridor,0.021,0,49,17,2.55559,19.37489861
passage,doorway,0.021,0.021,49,15,3.832842,14.94807696
passage,entrance,0.021,0,49,57,3.356313,12.1991102
passage,hallway,0.076,0.069,49,7,2.864107,2.86797568
passage,maze,0.021,0,49,6,14.369881,18.65348571
passage,paragraph,0.028,0,49,12,10.007405,9.914097995
passage,path,0.035,0,49,44,4.071363,4.130409097
passage,road,0.014,0,49,197,2.221368,2.32228265
passage,story,0.014,0,49,153,6.459364,18.06762624
passage,time,0.014,0,49,1599,8.531914,14.90626118
passage,trip,0.014,0,49,81,4.56792,4.490106561
passage,tunnel,0.062,0.014,49,10,4.755383,4.607091416
passage,way,0.062,0,49,909,0.925018,0.989476974
passage,word,0.028,0,49,274,6.425249,8.982334657
passenger,bus,0.046,0,14,34,18.075011,18.1741253
passenger,car,0.222,0,14,274,15.452607,15.28678844
passenger,driver,0.124,0.129,14,79,15.085232,15.1284458
passenger,flight,0.02,0,14,46,18.225227,20.40968135
passenger,pilot,0.026,0,14,44,14.587892,15.70380995
passenger,plane,0.314,0,14,114,16.705367,19.53161183
passenger,seat,0.033,0,14,54,15.615972,16.07889989
passenger,train,0.065,0,14,82,17.531864,19.98359695
passion,emotion,0.033,0,28,34,4.760046,4.779898538
passion,fruit,0.04,0,28,35,16.457654,20.77475009
passion,love,0.387,0,28,232,0,4.77E-09
passion,lust,0.087,0.084,28,5,5.762261,5.610504417
passion,perfume,0.02,0,28,10,14.371739,21.58999996
passion,romance,0.033,0,28,13,14.995426,20.70269677
passion,sex,0.127,0.014,28,84,8.527257,8.639609054
pasta,salad,0.068,0,0,9,18.56114,15.34597215
pasta,sauce,0.074,0,0,20,17.084672,13.94314848
pasta,shell,0.014,0,0,22,17.76546,20.53490219
pasta,spaghetti,0.243,0.078,0,1,3.218881,3.258096538
paste,glue,0.63,0.066,10,8,0,3.02451629
paste,tomato,0.047,0.015,10,4,17.659109,22.9226451
paste,tooth,0.094,0.058,10,20,18.45427,19.96081437
pastry,bagel,0.013,0,4,0,7.684446,19.23267734
pastry,bread,0.013,0,4,41,2.195496,2.392921577
pastry,cake,0.08,0,4,13,3.207102,2.96417894
pastry,chef,0.033,0,4,9,20.998698,20.52708355
pastry,dessert,0.067,0,4,7,13.593421,11.79510296
pastry,dough,0.013,0.011,4,13,1.148623,1.056052674
pastry,doughnut,0.147,0,4,0,6.585837,6.56422718
pastry,fat,0.027,0,4,60,15.024941,14.54132946
pastry,food,0.047,0,4,147,3.998193,3.90621176
pastry,pie,0.047,0,4,14,0.654433,0.629777567
pasture,cow,0.469,0.042,14,29,19.112785,19.45530791
pasture,farm,0.054,0,14,125,14.835254,14.34720009
pasture,field,0.068,0.015,14,274,7.80823,7.741569564
pasture,grass,0.088,0,14,53,0,4.77E-09
pasture,green,0.088,0,14,116,8.497982,8.546483432
pasture,horse,0.041,0,14,117,7.786161,17.98743356
pasture,meadow,0.041,0.014,14,17,2.76564,2.740065531
patch,cabbage,0.066,0.115,13,4,17.349063,18.7554824
patch,cigarette,0.013,0,13,25,17.137961,17.73836778
patch,cloth,0.02,0,13,40,4.79736,13.34435211
patch,eye,0.118,0,13,122,8.529367,14.9659068
patch,fog,0.013,0,13,25,18.665771,19.303122
patch,grass,0.013,0,13,53,13.626392,16.6193458
patch,hole,0.059,0,13,58,12.588434,13.75352227
patch,pants,0.02,0,13,9,9.607717,14.98996193
patch,pirate,0.013,0.04,13,4,16.560678,16.42916283
patch,pumpkin,0.02,0.036,13,2,20.862019,22.41112811
patch,quilt,0.026,0.027,13,1,10.461674,10.01781397
patch,stitch,0.013,0,13,3,3.14327,2.824305237
patch,strawberry,0.02,0.035,13,2,20.862019,20.64867054
patch,work,0.046,0,13,760,9.096615,13.78777472
path,bicycle,0.012,0,44,5,13.592312,14.73202052
path,forest,0.018,0,44,66,15.19549,18.022848
path,grass,0.012,0,44,53,14.194061,17.09068743
path,road,0.228,0.03,44,197,4.442687,4.473737799
path,sidewalk,0.03,0,44,26,2.018599,2.024853351
path,street,0.024,0,44,244,5.931233,6.780661294
path,way,0.148,0.076,44,909,0,4.77E-09
path,woods,0.061,0,44,25,16.263336,18.022848
patience,anger,0.021,0,22,48,15.187874,15.3762706
patience,doctor,0.01,0,22,100,14.469895,20.86333009
patience,father,0.015,0,22,183,19.944952,20.35659445
patience,impatience,0.036,0,22,10,8.728669,8.775966288
patience,time,0.046,0,22,1599,12.532271,18.13463284
patience,understanding,0.021,0,22,121,15.979036,19.72036463
patience,virtue,0.198,0.108,22,30,12.41912,18.41126995
patio,barbecue,0.026,0,2,13,15.642843,15.2625336
patio,chair,0.085,0,2,66,16.757998,16.96234776
patio,deck,0.02,0,2,23,15.116701,14.71248726
patio,furniture,0.255,0,2,39,13.647219,13.45701011
patio,home,0.013,0,2,547,10.743331,18.84234062
patio,house,0.039,0,2,591,11.072603,19.79176798
patio,lawn,0.013,0,2,15,22.106776,21.69335448
patio,pool,0.078,0,2,111,16.547524,16.35178717
patio,porch,0.124,0.062,2,43,13.454242,13.11855354
